Formula,avg % of optimum found,exact optimums found,blunders
wuf50-026.mwcnf,46.1183046888036,1,0
wuf50-0726.mwcnf,59.77008144661138,19,0
wuf50-034.mwcnf,56.126500461680514,0,0
wuf50-0851.mwcnf,46.64946553630667,19,0
wuf50-0254.mwcnf,58.94100691775557,0,0
wuf50-0764.mwcnf,57.179150922427205,1,0
wuf50-0255.mwcnf,54.35604427195631,25,0
wuf50-0577.mwcnf,55.503941605839415,0,0
wuf50-0787.mwcnf,59.77919458252287,0,0
wuf50-0132.mwcnf,26.34015927189989,4,0
wuf50-0411.mwcnf,77.51759572072072,0,0
wuf50-0635.mwcnf,44.0876878223817,0,0
wuf50-0919.mwcnf,65.9000091818933,9,0
wuf50-0418.mwcnf,74.66423357664233,74,0
wuf50-0193.mwcnf,30.023679685580937,4,0
wuf50-0225.mwcnf,78.1164303586322,16,0
wuf50-0610.mwcnf,74.19299087854057,10,0
wuf50-0680.mwcnf,55.27186647408121,0,0
wuf50-0767.mwcnf,100.0,100,0
wuf50-0994.mwcnf,56.817320703653586,2,0
wuf50-0796.mwcnf,74.64037635033104,9,0
wuf50-0747.mwcnf,61.716399506781755,0,0
wuf50-024.mwcnf,45.92336751214248,7,0
wuf50-0975.mwcnf,53.525151515151514,1,0
wuf50-0701.mwcnf,48.2349750178444,0,0
wuf50-0490.mwcnf,60.50026766595289,1,0
wuf50-0305.mwcnf,53.540226305408495,0,0
wuf50-0637.mwcnf,47.61069020064941,0,0
wuf50-0724.mwcnf,63.53165403477485,0,0
wuf50-0826.mwcnf,51.6829044117647,21,0
wuf50-0629.mwcnf,33.827671402100066,4,0
wuf50-0590.mwcnf,47.612807148175726,1,0
wuf50-0454.mwcnf,56.9349087893864,6,0
wuf50-0561.mwcnf,57.34466896665024,0,0
wuf50-0702.mwcnf,70.70139860139861,8,0
wuf50-0212.mwcnf,33.45893099803715,2,0
wuf50-0303.mwcnf,51.461019108280254,3,0
wuf50-0173.mwcnf,45.83089311859443,4,0
wuf50-0250.mwcnf,69.99790079769687,0,0
wuf50-0460.mwcnf,60.736459378134406,4,0
wuf50-0290.mwcnf,67.20279232111693,1,0
wuf50-0595.mwcnf,55.678814892501315,0,0
wuf50-0517.mwcnf,67.1856611430504,1,0
wuf50-0649.mwcnf,57.41645381013197,0,0
wuf50-078.mwcnf,61.349904397705544,58,0
wuf50-0448.mwcnf,29.323529411764703,1,0
wuf50-0895.mwcnf,58.39115250291035,3,0
wuf50-0119.mwcnf,62.715859030837,6,0
wuf50-0175.mwcnf,70.69842775820005,1,0
wuf50-0783.mwcnf,42.172962226640166,17,0
wuf50-0442.mwcnf,21.736,4,0
wuf50-0247.mwcnf,55.64840482733899,0,0
wuf50-0182.mwcnf,56.35716212570812,3,0
wuf50-0967.mwcnf,58.09592843923504,0,0
wuf50-0282.mwcnf,52.88948694457169,2,0
wuf50-0137.mwcnf,50.66478873239436,0,0
wuf50-0163.mwcnf,61.26315789473684,11,0
wuf50-032.mwcnf,29.798033483922403,4,0
wuf50-097.mwcnf,48.81832460732984,0,0
wuf50-0555.mwcnf,59.992910195813636,0,0
wuf50-014.mwcnf,55.87449442333619,0,0
wuf50-0560.mwcnf,55.70254023657165,0,0
wuf50-0224.mwcnf,41.487153618509545,0,0
wuf50-0362.mwcnf,52.11743210696786,0,0
wuf50-0939.mwcnf,52.2841918294849,0,0
wuf50-0715.mwcnf,51.76826568265683,0,0
wuf50-0566.mwcnf,60.31893382352941,31,0
wuf50-033.mwcnf,45.7552930167271,1,0
wuf50-0661.mwcnf,55.67788710512687,0,0
wuf50-0265.mwcnf,68.09134037573534,1,0
wuf50-0835.mwcnf,66.11355702094647,1,0
wuf50-0988.mwcnf,58.96994455792238,4,0
wuf50-0341.mwcnf,46.227675528289026,8,0
wuf50-0876.mwcnf,54.76756858323938,0,0
wuf50-0752.mwcnf,53.30902177670239,1,0
wuf50-0361.mwcnf,52.92917516758963,0,0
wuf50-0874.mwcnf,70.48582722715003,5,0
wuf50-0997.mwcnf,58.19709543568465,0,0
wuf50-0412.mwcnf,50.56353767560664,1,0
wuf50-0308.mwcnf,41.09677419354839,6,0
wuf50-0388.mwcnf,45.48738461538462,0,0
wuf50-0808.mwcnf,48.62134640769376,0,0
wuf50-0935.mwcnf,55.563937184520476,2,0
wuf50-0353.mwcnf,53.33778894472361,0,0
wuf50-0242.mwcnf,67.60624142251925,0,0
wuf50-0829.mwcnf,77.53731172980375,2,0
wuf50-0452.mwcnf,79.93011161846778,18,0
wuf50-0477.mwcnf,68.63435096714052,0,0
wuf50-0415.mwcnf,53.02114427860696,0,0
wuf50-0720.mwcnf,63.12165660051769,16,0
wuf50-0727.mwcnf,55.46438172043011,19,0
wuf50-0139.mwcnf,52.9011030810194,11,0
wuf50-0223.mwcnf,65.78486997635933,8,0
wuf50-0834.mwcnf,48.30460317460317,0,0
wuf50-0634.mwcnf,50.14271047227926,6,0
wuf50-0188.mwcnf,70.62903225806451,0,0
wuf50-0534.mwcnf,71.90592189310097,13,0
wuf50-0956.mwcnf,64.10898775753957,2,0
wuf50-0487.mwcnf,56.9400821815465,0,0
wuf50-0395.mwcnf,70.72595955427155,8,0
wuf50-0573.mwcnf,50.073217495506285,0,0
wuf50-0345.mwcnf,49.65475152571928,6,0
wuf50-046.mwcnf,62.2138202031819,0,0
wuf50-0472.mwcnf,50.81634672471799,0,0
wuf50-0894.mwcnf,68.7678198061205,0,0
wuf50-077.mwcnf,32.23682890115404,4,0
wuf50-0848.mwcnf,55.74311857796445,0,0
wuf50-0207.mwcnf,47.60964369239235,0,0
wuf50-0815.mwcnf,46.36081341027755,2,0
wuf50-0219.mwcnf,57.55517839631892,3,0
wuf50-0831.mwcnf,50.564486198097896,0,0
wuf50-0274.mwcnf,59.85276073619632,17,0
wuf50-0405.mwcnf,40.04869332142059,0,0
wuf50-065.mwcnf,37.733818597017056,0,0
wuf50-0626.mwcnf,55.87769516728625,2,0
wuf50-0314.mwcnf,55.562175563647635,1,0
wuf50-0938.mwcnf,59.72022382094325,2,0
wuf50-0213.mwcnf,59.85427929295997,2,0
wuf50-0993.mwcnf,69.00196463654224,23,0
wuf50-091.mwcnf,49.62178148921364,2,0
wuf50-0391.mwcnf,58.42687559354226,10,0
wuf50-0736.mwcnf,52.76246062627385,0,0
wuf50-044.mwcnf,56.88330120904153,5,0
wuf50-0663.mwcnf,41.86914936914937,1,0
wuf50-0576.mwcnf,64.71068027991281,4,0
wuf50-0547.mwcnf,45.85156651258346,2,0
wuf50-0210.mwcnf,48.01114888511149,14,0
wuf50-0853.mwcnf,54.24931255728689,30,0
wuf50-070.mwcnf,59.84640128669079,4,0
wuf50-0682.mwcnf,52.76752136752137,0,0
wuf50-0844.mwcnf,100.0,100,0
wuf50-0586.mwcnf,61.89322191272052,13,0
wuf50-0276.mwcnf,73.25398550724637,3,0
wuf50-0750.mwcnf,66.69027492819039,12,0
wuf50-0260.mwcnf,58.10047925962651,0,0
wuf50-0966.mwcnf,46.41339869281046,0,0
wuf50-0337.mwcnf,54.001116694584034,17,0
wuf50-0216.mwcnf,40.380882912596725,0,0
wuf50-0349.mwcnf,49.262962962962966,11,0
wuf50-0746.mwcnf,53.9006237006237,0,0
wuf50-0714.mwcnf,66.93889776357828,1,0
wuf50-0383.mwcnf,50.13940973681998,9,0
wuf50-0431.mwcnf,47.66626959247649,0,0
wuf50-076.mwcnf,56.601238685088134,0,0
wuf50-0186.mwcnf,80.39131693198264,13,0
wuf50-0422.mwcnf,58.66444197256211,1,0
wuf50-0742.mwcnf,50.21810372255806,0,0
wuf50-0662.mwcnf,37.557272421901246,1,0
wuf50-05.mwcnf,56.25302695536898,0,0
wuf50-043.mwcnf,63.01897223269255,9,0
wuf50-0681.mwcnf,65.0442539067902,31,0
wuf50-0447.mwcnf,100.0,100,0
wuf50-037.mwcnf,42.62421749239849,9,0
wuf50-0778.mwcnf,41.163656039290764,1,0
wuf50-0479.mwcnf,67.43583344279521,9,0
wuf50-0837.mwcnf,37.429142565498466,5,0
wuf50-050.mwcnf,64.36412395709178,3,0
wuf50-0613.mwcnf,64.0884009009009,1,0
wuf50-0169.mwcnf,54.554122326131356,0,0
wuf50-0820.mwcnf,53.24626074667295,14,0
wuf50-0578.mwcnf,64.67603384959284,10,0
wuf50-0532.mwcnf,50.43376570319681,2,0
wuf50-0536.mwcnf,60.4882474729022,2,0
wuf50-0849.mwcnf,68.77588466579292,12,0
wuf50-0365.mwcnf,47.04702529390809,0,0
wuf50-07.mwcnf,50.75423197492163,1,0
wuf50-0218.mwcnf,46.97321782832959,4,0
wuf50-0705.mwcnf,57.66319321794419,0,0
wuf50-0953.mwcnf,56.36508781266632,0,0
wuf50-0449.mwcnf,74.85865724381625,3,0
wuf50-0667.mwcnf,22.90926640926641,19,0
wuf50-059.mwcnf,77.79261954261955,8,0
wuf50-0734.mwcnf,51.809760956175296,17,0
wuf50-0190.mwcnf,50.45306743946166,0,0
wuf50-066.mwcnf,50.01388032078964,5,0
wuf50-0689.mwcnf,48.897846770155226,3,0
wuf50-0333.mwcnf,41.61248966087676,5,0
wuf50-0136.mwcnf,48.52260013425823,0,0
wuf50-082.mwcnf,60.8291179260196,0,0
wuf50-0384.mwcnf,52.195891634415005,5,0
wuf50-0541.mwcnf,40.83211009174312,16,0
wuf50-017.mwcnf,63.39525909592062,1,0
wuf50-0399.mwcnf,40.5864406779661,0,0
wuf50-0301.mwcnf,65.76008230452675,19,0
wuf50-0863.mwcnf,51.95013850415513,27,0
wuf50-0369.mwcnf,69.63136456211814,45,0
wuf50-0957.mwcnf,58.923994038748134,18,0
wuf50-0523.mwcnf,38.83409373703857,2,0
wuf50-0104.mwcnf,40.689948088721096,0,0
wuf50-0858.mwcnf,62.061972800826304,0,0
wuf50-0468.mwcnf,49.53188073394495,0,0
wuf50-0402.mwcnf,50.00920810313076,6,0
wuf50-0551.mwcnf,67.1679290196927,2,0
wuf50-0114.mwcnf,66.56194852941177,1,0
wuf50-0755.mwcnf,67.6692710908911,0,0
wuf50-0713.mwcnf,42.3455451112718,1,0
wuf50-0529.mwcnf,71.27500285746943,0,0
wuf50-0258.mwcnf,65.05046895935686,41,0
wuf50-0238.mwcnf,46.06564602180469,0,0
wuf50-0445.mwcnf,59.69210156947812,0,0
wuf50-0886.mwcnf,43.681871720740986,0,0
wuf50-0819.mwcnf,68.5308796007486,8,0
wuf50-0131.mwcnf,48.91050487594124,2,0
wuf50-0205.mwcnf,55.33668115724779,0,0
wuf50-0766.mwcnf,38.847750521402325,1,0
wuf50-0569.mwcnf,75.19482120838471,35,0
wuf50-058.mwcnf,52.9951059111417,0,0
wuf50-0855.mwcnf,49.10849909584087,47,0
wuf50-0932.mwcnf,65.31187859759288,2,0
wuf50-0360.mwcnf,56.23248308172827,0,0
wuf50-0990.mwcnf,54.59796806966619,0,0
wuf50-020.mwcnf,41.79351827504602,0,0
wuf50-0539.mwcnf,74.91462835431014,1,0
